"Grade","Profissional_Grade","Unidade_Funcional","Condicao_De_Atendimento","Especialidade","Situacao_Atual_Grade","Dia_da_Semana","Hora_Inicio","Turno","Situacao_Atual_Horario","Quantidade_Vagas"
660,M. A. D. C. G. ,PEDIATRIA (AMBULATÓRIO),RETORNO,PEDIATRIA - DISFAGIA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,5
662,C. B. L. R. ,ESPAÇO TRANS (AMBULATÓRIO),INTERCONSULTA,GINECOLOGIA - ENDOCRINO - ESPAÇO TRANS,Inativo,Quinta,1970-01-01 13:00:00.000,Tarde,Inativo,4
662,C. B. L. R. ,ESPAÇO TRANS (AMBULATÓRIO),RETORNO,GINECOLOGIA - ENDOCRINO - ESPAÇO TRANS,Inativo,Quinta,1970-01-01 13:00:00.000,Tarde,Inativo,20
664,A. C. D. F. T. G. ,ESPAÇO TRANS (AMBULATÓRIO),INTERCONSULTA,ENDOCRINOLOGIA - ESPAÇO TRANS,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,3
664,A. C. D. F. T. G. ,ESPAÇO TRANS (AMBULATÓRIO),RETORNO,ENDOCRINOLOGIA - ESPAÇO TRANS,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,10
665,A. A. V. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - GASTROPEDIATRIA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
665,A. A. V. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - GASTROPEDIATRIA,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,3
665,A. A. V. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - GASTROPEDIATRIA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,15
665,A. A. V. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - GASTROPEDIATRIA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,3
665,A. A. V. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - GASTROPEDIATRIA,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,3
666,C. V. D. M. ,ESPAÇO TRANS (AMBULATÓRIO),INTERCONSULTA,SERVIÇO SOCIAL - ESPAÇO TRANS,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,10
666,C. V. D. M. ,ESPAÇO TRANS (AMBULATÓRIO),RETORNO,SERVIÇO SOCIAL - ESPAÇO TRANS,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,20
666,C. V. D. M. ,ESPAÇO TRANS (AMBULATÓRIO),INTERCONSULTA,SERVIÇO SOCIAL - ESPAÇO TRANS,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,10
666,C. V. D. M. ,ESPAÇO TRANS (AMBULATÓRIO),RETORNO,SERVIÇO SOCIAL - ESPAÇO TRANS,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,20
666,C. V. D. M. ,ESPAÇO TRANS (AMBULATÓRIO),INTERCONSULTA,SERVIÇO SOCIAL - ESPAÇO TRANS,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,10
666,C. V. D. M. ,ESPAÇO TRANS (AMBULATÓRIO),RETORNO,SERVIÇO SOCIAL - ESPAÇO TRANS,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,20
666,C. V. D. M. ,ESPAÇO TRANS (AMBULATÓRIO),INTERCONSULTA,SERVIÇO SOCIAL - ESPAÇO TRANS,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,10
666,C. V. D. M. ,ESPAÇO TRANS (AMBULATÓRIO),RETORNO,SERVIÇO SOCIAL - ESPAÇO TRANS,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,20
666,C. V. D. M. ,ESPAÇO TRANS (AMBULATÓRIO),INTERCONSULTA,SERVIÇO SOCIAL - ESPAÇO TRANS,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,10
666,C. V. D. M. ,ESPAÇO TRANS (AMBULATÓRIO),RETORNO,SERVIÇO SOCIAL - ESPAÇO TRANS,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,20
668,S. K. L. ,PSICOLOGIA (AMBULATÓRIO),RETORNO,PSICOLOGIA - ESPAÇO TRANS,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,2
670,R. T. D. A. ,ESPAÇO TRANS (AMBULATÓRIO),INTERCONSULTA,UROLOGIA - ESPAÇO TRANS,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,4
670,R. T. D. A. ,ESPAÇO TRANS (AMBULATÓRIO),RETORNO,UROLOGIA - ESPAÇO TRANS,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,4
672,M. M. D. A. ,ESPAÇO TRANS (AMBULATÓRIO),RETORNO,GINECOLOGIA (HISTERECTOMIA) - ESPAÇO TRANS,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,19
672,M. M. D. A. ,ESPAÇO TRANS (AMBULATÓRIO),INTERCONSULTA,GINECOLOGIA (HISTERECTOMIA) - ESPAÇO TRANS,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,1
673,A. B. M. L. D. A. T. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,MASTOLOGIA - ESPAÇO TRANS,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Inativo,6
673,A. B. M. L. D. A. T. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,MASTOLOGIA - ESPAÇO TRANS,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Inativo,1
674,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,5
674,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,5
674,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,5
674,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,5
674,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,5
674,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,5
674,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,5
674,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,5
674,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,5
674,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,5
676,S. D. O. B. V. V. ,PEDIATRIA (AMBULATÓRIO),,PEDIATRIA - EGRESSO,Inativo,,,,,
678,E. L. W. D. S. ,ACUPUNTURA (AMBULATÓRIO),INTERCONSULTA,ACUPUNTURA,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,2
678,E. L. W. D. S. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,20
678,E. L. W. D. S. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,20
679,D. D. L. S. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,20
679,D. D. L. S. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,20
680,V. S. D. A. B. ,ACUPUNTURA (AMBULATÓRIO),INTERCONSULTA,ACUPUNTURA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,1
680,V. S. D. A. B. ,ACUPUNTURA (AMBULATÓRIO),CONSULTA REGULADA,ACUPUNTURA,Ativo,Segunda,1970-01-01 10:00:00.000,Manhã,Ativo,2
680,V. S. D. A. B. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,6
680,V. S. D. A. B. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Ativo,Quarta,1970-01-01 14:00:00.000,Tarde,Inativo,4
680,V. S. D. A. B. ,ACUPUNTURA (AMBULATÓRIO),CONSULTA REGULADA,ACUPUNTURA,Ativo,Quarta,1970-01-01 15:30:00.000,Tarde,Ativo,1
681,F. D. N. ,CIRURGIA PLÁSTICA (AMBULATÓRIO),RETORNO,CIRURGIA PLASTICA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,6
682,G. C. A. ,CIRURGIA PLÁSTICA (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA PLASTICA,Inativo,Terça,1970-01-01 15:30:00.000,Tarde,Inativo,2
682,G. C. A. ,CIRURGIA PLÁSTICA (AMBULATÓRIO),INTERCONSULTA,CIRURGIA PLASTICA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Inativo,1
682,G. C. A. ,CIRURGIA PLÁSTICA (AMBULATÓRIO),RETORNO,CIRURGIA PLASTICA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,30
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),CONSULTA REGULADA,ACUPUNTURA,Ativo,Segunda,1970-01-01 10:00:00.000,Manhã,Ativo,1
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),CONSULTA REGULADA,ACUPUNTURA,Ativo,Segunda,1970-01-01 15:30:00.000,Tarde,Ativo,2
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,4
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Ativo,Segunda,1970-01-01 14:00:00.000,Tarde,Ativo,4
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),INTERCONSULTA,ACUPUNTURA,Ativo,Segunda,1970-01-01 14:00:00.000,Tarde,Ativo,1
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Ativo,Quarta,1970-01-01 08:00:00.000,Manhã,Ativo,4
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),INTERCONSULTA,ACUPUNTURA,Ativo,Quarta,1970-01-01 08:00:00.000,Manhã,Ativo,1
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Ativo,Quinta,1970-01-01 08:00:00.000,Manhã,Ativo,4
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),INTERCONSULTA,ACUPUNTURA,Ativo,Quinta,1970-01-01 14:00:00.000,Tarde,Ativo,1
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Ativo,Quinta,1970-01-01 14:00:00.000,Tarde,Ativo,4
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),CONSULTA REGULADA,ACUPUNTURA,Ativo,Quinta,1970-01-01 15:30:00.000,Tarde,Ativo,1
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),CONSULTA REGULADA,ACUPUNTURA,Ativo,Quinta,1970-01-01 10:00:00.000,Manhã,Ativo,2
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,5
684,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),CONSULTA REGULADA,ACUPUNTURA,Ativo,Sexta,1970-01-01 10:00:00.000,Manhã,Ativo,1
685,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),INTERCONSULTA,ACUPUNTURA,Inativo,Terça,1970-01-01 14:00:00.000,Tarde,Ativo,1
685,A. M. M. D. C. ,ACUPUNTURA (AMBULATÓRIO),RETORNO,ACUPUNTURA,Inativo,Terça,1970-01-01 14:00:00.000,Tarde,Ativo,4
688,A. D. S. C. ,PEDIATRIA (AMBULATÓRIO),RETORNO,PEDIATRIA - REUMATO,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,10
688,A. D. S. C. ,PEDIATRIA (AMBULATÓRIO),CONSULTA REGULADA,PEDIATRIA - REUMATO,Ativo,Terça,1970-01-01 15:30:00.000,Tarde,Ativo,3
688,A. D. S. C. ,PEDIATRIA (AMBULATÓRIO),INTERCONSULTA,PEDIATRIA - REUMATO,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,1
688,A. D. S. C. ,PEDIATRIA (AMBULATÓRIO),RETORNO,PEDIATRIA - REUMATO,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,10
688,A. D. S. C. ,PEDIATRIA (AMBULATÓRIO),RETORNO,PEDIATRIA - REUMATO,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,8
690,A. P. P. M. C. ,NEUROLOGIA (AMBULATÓRIO),CONSULTA REGULADA,NEUROLOGIA - MUSCULAR,Ativo,Quarta,1970-01-01 15:30:00.000,Tarde,Ativo,2
690,A. P. P. M. C. ,NEUROLOGIA (AMBULATÓRIO),RETORNO,NEUROLOGIA - MUSCULAR,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,8
691,A. P. P. M. C. ,NEUROLOGIA (AMBULATÓRIO),EXAME,NEUROLOGIA - ELETRONEUROMIOGRAFIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
691,A. P. P. M. C. ,NEUROLOGIA (AMBULATÓRIO),EXAME,NEUROLOGIA - ELETRONEUROMIOGRAFIA,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,1
692,A. P. P. M. C. ,NEUROLOGIA (AMBULATÓRIO),INTERCONSULTA,NEUROLOGIA - ELETRONEUROMIOGRAFIA (TRIAGEM),Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,20
694,K. L. A. B. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,5
694,K. L. A. B. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,5
694,K. L. A. B. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,5
694,K. L. A. B. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,5
694,K. L. A. B. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,5
694,K. L. A. B. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,5
694,K. L. A. B. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,5
694,K. L. A. B. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,5
694,K. L. A. B. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,5
694,K. L. A. B. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,5
696,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA ENDOCRINO,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,5
696,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA ENDOCRINO,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,5
696,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA ENDOCRINO,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,5
696,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA ENDOCRINO,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,5
696,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA ENDOCRINO,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,5
696,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA ENDOCRINO,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,5
696,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA ENDOCRINO,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,5
696,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA ENDOCRINO,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,5
696,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA ENDOCRINO,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,5
696,G. C. M. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PEDIATRIA ENDOCRINO,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,5
697,P. F. C. D. M. D. M. ,PUERICULTURA (AMBULATÓRIO),RETORNO,PUERICULTURA,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,2
698,S. M. R. C. ,PUERICULTURA (AMBULATÓRIO),RETORNO,PUERICULTURA,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,2
698,S. M. R. C. ,PUERICULTURA (AMBULATÓRIO),RETORNO,PUERICULTURA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,2
698,S. M. R. C. ,PUERICULTURA (AMBULATÓRIO),RETORNO,PUERICULTURA,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Inativo,2
700,M. A. D. C. G. ,PUERICULTURA (AMBULATÓRIO),RETORNO,PUERICULTURA,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Inativo,2
700,M. A. D. C. G. ,PUERICULTURA (AMBULATÓRIO),RETORNO,PUERICULTURA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Inativo,2
704,J. L. D. O. B. ,PUERICULTURA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PUERICULTURA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,4
704,J. L. D. O. B. ,PUERICULTURA (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - PUERICULTURA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,2
704,J. L. D. O. B. ,PUERICULTURA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PUERICULTURA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,4
704,J. L. D. O. B. ,PUERICULTURA (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - PUERICULTURA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,2
704,J. L. D. O. B. ,PUERICULTURA (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - PUERICULTURA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
704,J. L. D. O. B. ,PUERICULTURA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PUERICULTURA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,4
704,J. L. D. O. B. ,PUERICULTURA (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - PUERICULTURA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,2
704,J. L. D. O. B. ,PUERICULTURA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PUERICULTURA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,4
704,J. L. D. O. B. ,PUERICULTURA (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - PUERICULTURA,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,2
704,J. L. D. O. B. ,PUERICULTURA (AMBULATÓRIO),RETORNO,ENFERMAGEM - PUERICULTURA,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,4
706,S. H. E. ,PUERICULTURA (AMBULATÓRIO),RETORNO,PUERICULTURA - DESENVOLVIMENTO,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,4
708,J. A. F. ,NUTRIÇÃO,RETORNO,NUTRIÇÃO,Inativo,Quarta,1970-01-01 13:00:00.000,Tarde,Inativo,5
710,C. C. E. S. ,PUERICULTURA (AMBULATÓRIO),RETORNO,PUERICULTURA - PALIVIZUMABE,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,10
710,C. C. E. S. ,PUERICULTURA (AMBULATÓRIO),PRIMEIRA CONSULTA,PUERICULTURA - PALIVIZUMABE,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,2
712,D. V. N. D. L. ,NUTRIÇÃO,RETORNO,NUTRIÇÃO (1 A 17 ANOS),Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Inativo,6
712,D. V. N. D. L. ,NUTRIÇÃO,INTERCONSULTA,NUTRIÇÃO (1 A 17 ANOS),Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Inativo,4
713,M. C. L. D. L. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,NUTRIÇÃO - ONCO,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,9
713,M. C. L. D. L. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,NUTRIÇÃO - ONCO,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
713,M. C. L. D. L. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,NUTRIÇÃO - ONCO,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,9
713,M. C. L. D. L. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,NUTRIÇÃO - ONCO,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,3
713,M. C. L. D. L. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,NUTRIÇÃO - ONCO,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,3
713,M. C. L. D. L. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,NUTRIÇÃO - ONCO,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,9
713,M. C. L. D. L. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,NUTRIÇÃO - ONCO,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,3
713,M. C. L. D. L. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,NUTRIÇÃO - ONCO,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,9
714,M. L. A. ,PEDIATRIA (AMBULATÓRIO),,PEDIATRIA - GASTRO,Inativo,,,,,
716,A. K. V. T. B. ,PUERICULTURA (AMBULATÓRIO),RETORNO,PUERICULTURA - NÚCLEO DE DESENV. INFANTIL,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,4
718,D. S. C. D. L. ,CIRURGIA BARIATRICA,RETORNO,NUTRIÇÃO - CIRURGIA BARIÁTRICA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
718,D. S. C. D. L. ,CIRURGIA BARIATRICA,RETORNO,NUTRIÇÃO - CIRURGIA BARIÁTRICA,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,4
718,D. S. C. D. L. ,CIRURGIA BARIATRICA,INTERCONSULTA,NUTRIÇÃO - CIRURGIA BARIÁTRICA,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,2
718,D. S. C. D. L. ,CIRURGIA BARIATRICA,INTERCONSULTA,NUTRIÇÃO - CIRURGIA BARIÁTRICA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
718,D. S. C. D. L. ,CIRURGIA BARIATRICA,INTERCONSULTA,NUTRIÇÃO - CIRURGIA BARIÁTRICA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,3
718,D. S. C. D. L. ,CIRURGIA BARIATRICA,RETORNO,NUTRIÇÃO - CIRURGIA BARIÁTRICA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,3
719,J. A. F. ,NUTRIÇÃO,INTERCONSULTA,NUTRIÇÃO - NEFRO,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,2
719,J. A. F. ,NUTRIÇÃO,RETORNO,NUTRIÇÃO - NEFRO,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,3
719,J. A. F. ,NUTRIÇÃO,RETORNO,NUTRIÇÃO - NEFRO,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,3
719,J. A. F. ,NUTRIÇÃO,RETORNO,NUTRIÇÃO - NEFRO,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,4
719,J. A. F. ,NUTRIÇÃO,INTERCONSULTA,NUTRIÇÃO - NEFRO,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,2
719,J. A. F. ,NUTRIÇÃO,INTERCONSULTA,NUTRIÇÃO - NEFRO,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,2
720,G. Q. M. ,NUTRIÇÃO,RETORNO,NUTRIÇÃO - TERAPIA NUTRICIONAL,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,4
722,C. H. Z. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA CLINICA,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,2
722,C. H. Z. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA CLINICA,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,10
